FIPS,Admin2,Province_State,Country_Region,21/03/2020 16:47,22/03/2020 18:57,23/03/2020 16:47,24/03/2020 17:10,25/03/2020 17:08,2020-03-26 20:24:50,2020-03-27 21:06:19,2020-03-28 20:48:56
19021.0,Buena Vista,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19023.0,Butler,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19025.0,Calhoun,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19027.0,Carroll,Iowa,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
19029.0,Cass,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
19031.0,Cedar,Iowa,US,0.0,0.0,0.0,0.0,1.0,4.0,5.0,205
19033.0,Cerro Gordo,Iowa,US,0.0,0.0,2.0,2.0,2.0,2.0,3.0,79
19035.0,Cherokee,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
19037.0,Chickasaw,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19039.0,Clarke,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
19041.0,Clay,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19043.0,Clayton,Iowa,US,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
19045.0,Clinton,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47
19047.0,Crawford,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
19049.0,Dallas,Iowa,US,5.0,5.0,6.0,6.0,7.0,7.0,9.0,4
19051.0,Davis,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19053.0,Decatur,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
19055.0,Delaware,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
19057.0,Des Moines,Iowa,US,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
19059.0,Dickinson,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
19061.0,Dubuque,Iowa,US,1.0,1.0,4.0,6.0,7.0,6.0,8.0,202
19063.0,Emmet,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19065.0,Fayette,Iowa,US,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12
19067.0,Floyd,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19069.0,Franklin,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19071.0,Fremont,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
19073.0,Greene,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19075.0,Grundy,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
19077.0,Guthrie,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19079.0,Hamilton,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
19081.0,Hancock,Iowa,US,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1
19083.0,Hardin,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113
19085.0,Harrison,Iowa,US,1.0,1.0,3.0,3.0,3.0,3.0,7.0,225
19087.0,Henry,Iowa,US,0.0,1.0,1.0,1.0,1.0,1.0,2.0,115
19089.0,Howard,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19091.0,Humboldt,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
19093.0,Ida,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170
19095.0,Iowa,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15
19097.0,Jackson,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153
19099.0,Jasper,Iowa,US,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1
19101.0,Jefferson,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
19103.0,Johnson,Iowa,US,22.0,22.0,32.0,35.0,37.0,49.0,58.0,4
19105.0,Jones,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
19107.0,Keokuk,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
19109.0,Kossuth,Iowa,US,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
19111.0,Lee,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19113.0,Linn,Iowa,US,0.0,0.0,4.0,6.0,6.0,12.0,22.0,2
19115.0,Louisa,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19117.0,Lucas,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19119.0,Lyon,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19121.0,Madison,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19123.0,Mahaska,Iowa,US,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
19125.0,Marion,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19127.0,Marshall,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19129.0,Mills,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19131.0,Mitchell,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19133.0,Monona,Iowa,US,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4
19135.0,Monroe,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19137.0,Montgomery,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
19139.0,Muscatine,Iowa,US,1.0,2.0,2.0,3.0,5.0,6.0,7.0,160
19141.0,O'Brien,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
19143.0,Osceola,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
19145.0,Page,Iowa,US,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
19147.0,Palo Alto,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19149.0,Plymouth,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19151.0,Pocahontas,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
19153.0,Polk,Iowa,US,6.0,10.0,10.0,12.0,15.0,24.0,28.0,2
19155.0,Pottawattamie,Iowa,US,1.0,2.0,2.0,2.0,2.0,3.0,3.0,0
19157.0,Poweshiek,Iowa,US,0.0,0.0,1.0,1.0,2.0,4.0,4.0,0
19159.0,Ringgold,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19161.0,Sac,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
19163.0,Scott,Iowa,US,0.0,1.0,1.0,1.0,1.0,7.0,7.0,0
19165.0,Shelby,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
19167.0,Sioux,Iowa,US,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0
19169.0,Story,Iowa,US,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0
19171.0,Tama,Iowa,US,0.0,0.0,3.0,3.0,4.0,4.0,5.0,0
19173.0,Taylor,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19175.0,Union,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
19177.0,Van Buren,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19179.0,Wapello,Iowa,US,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
19181.0,Warren,Iowa,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
19183.0,Washington,Iowa,US,1.0,1.0,3.0,3.0,4.0,8.0,11.0,310
19185.0,Wayne,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
19187.0,Webster,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
19189.0,Winnebago,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19191.0,Winneshiek,Iowa,US,1.0,1.0,1.0,1.0,1.0,1.0,2.0,28
19193.0,Woodbury,Iowa,US,0.0,1.0,1.0,2.0,2.0,2.0,3.0,0
19195.0,Worth,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472
19197.0,Wright,Iowa,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1086
20001.0,Allen,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
20003.0,Anderson,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20005.0,Atchison,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20007.0,Barber,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20009.0,Barton,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20011.0,Bourbon,Kansas,US,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0
20013.0,Brown,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20015.0,Butler,Kansas,US,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
20017.0,Chase,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
20019.0,Chautauqua,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156
20021.0,Cherokee,Kansas,US,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0
20023.0,Cheyenne,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752
20025.0,Clark,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
20027.0,Clay,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
20029.0,Cloud,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20031.0,Coffey,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20033.0,Comanche,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20035.0,Cowley,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20037.0,Crawford,Kansas,US,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3
20039.0,Decatur,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20041.0,Dickinson,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20043.0,Doniphan,Kansas,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
20045.0,Douglas,Kansas,US,3.0,3.0,4.0,8.0,6.0,10.0,14.0,29
20047.0,Edwards,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20049.0,Elk,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20051.0,Ellis,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
20053.0,Ellsworth,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20055.0,Finney,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20057.0,Ford,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20059.0,Franklin,Kansas,US,1.0,1.0,1.0,1.0,1.0,1.0,2.0,28
20061.0,Geary,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20063.0,Gove,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
20065.0,Graham,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20067.0,Grant,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20069.0,Gray,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20071.0,Greeley,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20073.0,Greenwood,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20075.0,Hamilton,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20077.0,Harper,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
20079.0,Harvey,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20081.0,Haskell,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20083.0,Hodgeman,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20085.0,Jackson,Kansas,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
20087.0,Jefferson,Kansas,US,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6
20089.0,Jewell,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20091.0,Johnson,Kansas,US,23.0,25.0,28.0,32.0,36.0,46.0,66.0,11
20093.0,Kearny,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20095.0,Kingman,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
20097.0,Kiowa,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
20099.0,Labette,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20101.0,Lane,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20103.0,Leavenworth,Kansas,US,4.0,4.0,4.0,5.0,7.0,11.0,12.0,0
20105.0,Lincoln,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20107.0,Linn,Kansas,US,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3
20109.0,Logan,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20111.0,Lyon,Kansas,US,0.0,0.0,2.0,2.0,2.0,4.0,4.0,18
20113.0,McPherson,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20115.0,Marion,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20117.0,Marshall,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20119.0,Meade,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20121.0,Miami,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
20123.0,Mitchell,Kansas,US,0.0,1.0,1.0,2.0,1.0,2.0,2.0,21
20125.0,Montgomery,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
20127.0,Morris,Kansas,US,2.0,2.0,2.0,2.0,2.0,2.0,2.0,101
20129.0,Morton,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20131.0,Nemaha,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20133.0,Neosho,Kansas,US,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
20135.0,Ness,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20137.0,Norton,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20139.0,Osage,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
20141.0,Osborne,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20143.0,Ottawa,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20145.0,Pawnee,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
20147.0,Phillips,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20149.0,Pottawatomie,Kansas,US,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6
20151.0,Pratt,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20153.0,Rawlins,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20155.0,Reno,Kansas,US,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2
20157.0,Republic,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
20159.0,Rice,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
20161.0,Riley,Kansas,US,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6
20163.0,Rooks,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20165.0,Rush,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
20167.0,Russell,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
20169.0,Saline,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222
20171.0,Scott,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
20173.0,Sedgwick,Kansas,US,1.0,1.0,2.0,3.0,7.0,11.0,20.0,3
20175.0,Seward,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20177.0,Shawnee,Kansas,US,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7
20179.0,Sheridan,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20181.0,Sherman,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
20183.0,Smith,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20185.0,Stafford,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
20187.0,Stanton,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20189.0,Stevens,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20191.0,Sumner,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20193.0,Thomas,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20195.0,Trego,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20197.0,Wabaunsee,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20199.0,Wallace,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20201.0,Washington,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
20203.0,Wichita,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20205.0,Wilson,Kansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20207.0,Woodson,Kansas,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
20209.0,Wyandotte,Kansas,US,9.0,13.0,14.0,16.0,22.0,27.0,43.0,0
21001.0,Adair,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373
21003.0,Allen,Kentucky,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
21005.0,Anderson,Kentucky,US,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1
21007.0,Ballard,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21009.0,Barren,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21011.0,Bath,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21013.0,Bell,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21015.0,Boone,Kentucky,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
21017.0,Bourbon,Kentucky,US,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
21019.0,Boyd,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21021.0,Boyle,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21023.0,Bracken,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21025.0,Breathitt,Kentucky,US,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0
21027.0,Breckinridge,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21029.0,Bullitt,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
21031.0,Butler,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21033.0,Caldwell,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
21035.0,Calloway,Kentucky,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21037.0,Campbell,Kentucky,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
21039.0,Carlisle,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21041.0,Carroll,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21043.0,Carter,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21045.0,Casey,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21047.0,Christian,Kentucky,US,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0
21049.0,Clark,Kentucky,US,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20
21051.0,Clay,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21053.0,Clinton,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21055.0,Crittenden,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21057.0,Cumberland,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21059.0,Daviess,Kentucky,US,1.0,1.0,1.0,11.0,14.0,14.0,14.0,0
21061.0,Edmonson,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
21063.0,Elliott,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21065.0,Estill,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21067.0,Fayette,Kentucky,US,10.0,10.0,10.0,15.0,28.0,28.0,28.0,14
21069.0,Fleming,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21071.0,Floyd,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
21073.0,Franklin,Kentucky,US,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7
21075.0,Fulton,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21077.0,Gallatin,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21079.0,Garrard,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21081.0,Grant,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21083.0,Graves,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
21085.0,Grayson,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21087.0,Green,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21089.0,Greenup,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21091.0,Hancock,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21093.0,Hardin,Kentucky,US,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0
21095.0,Harlan,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21097.0,Harrison,Kentucky,US,7.0,7.0,7.0,8.0,10.0,10.0,10.0,0
21099.0,Hart,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21101.0,Henderson,Kentucky,US,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
21103.0,Henry,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21105.0,Hickman,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21107.0,Hopkins,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21109.0,Jackson,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21111.0,Jefferson,Kentucky,US,25.0,25.0,25.0,33.0,35.0,35.0,35.0,0
21113.0,Jessamine,Kentucky,US,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
21115.0,Johnson,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21117.0,Kenton,Kentucky,US,1.0,1.0,1.0,5.0,8.0,8.0,8.0,51
21119.0,Knott,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
21121.0,Knox,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
21123.0,Larue,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21125.0,Laurel,Kentucky,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
21127.0,Lawrence,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21129.0,Lee,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21131.0,Leslie,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21133.0,Letcher,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
21135.0,Lewis,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21137.0,Lincoln,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21139.0,Livingston,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
21141.0,Logan,Kentucky,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
21143.0,Lyon,Kentucky,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21145.0,McCracken,Kentucky,US,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1
21147.0,McCreary,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21149.0,McLean,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21151.0,Madison,Kentucky,US,0.0,0.0,0.0,2.0,2.0,2.0,2.0,26
21153.0,Magoffin,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21155.0,Marion,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21157.0,Marshall,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21159.0,Martin,Kentucky,US,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
21161.0,Mason,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21163.0,Meade,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21165.0,Menifee,Kentucky,US,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
21167.0,Mercer,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21169.0,Metcalfe,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21171.0,Monroe,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21173.0,Montgomery,Kentucky,US,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
21175.0,Morgan,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
21177.0,Muhlenberg,Kentucky,US,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
21179.0,Nelson,Kentucky,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21181.0,Nicholas,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21183.0,Ohio,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21185.0,Oldham,Kentucky,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21187.0,Owen,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21189.0,Owsley,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21191.0,Pendleton,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21193.0,Perry,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21195.0,Pike,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21197.0,Powell,Kentucky,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
