"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"Binghamton Metro Area","2017","07",107400,101500,5800,5.4                                                                                                                                                                            
"Binghamton Metro Area","2017","08",106600,101000,5600,5.2                                                                                                                                                                            
"Binghamton Metro Area","2017","09",107300,102000,5400,5                                                                                                                                                                              
"Binghamton Metro Area","2017","10",106700,101600,5100,4.7                                                                                                                                                                            
"Binghamton Metro Area","2017","11",105800,100400,5400,5.1                                                                                                                                                                            
"Binghamton Metro Area","2017","12",105300,99600,5600,5.3                                                                                                                                                                             
"Binghamton Metro Area","2016","00",108800,102900,5800,5.4                                                                                                                                                                            
"Binghamton Metro Area","2016","01",109200,102300,6900,6.3                                                                                                                                                                            
"Binghamton Metro Area","2016","02",109800,103000,6800,6.2                                                                                                                                                                            
"Binghamton Metro Area","2016","03",109800,103400,6400,5.8                                                                                                                                                                            
"Binghamton Metro Area","2016","04",109200,103500,5700,5.2                                                                                                                                                                            
"Binghamton Metro Area","2016","05",109600,104500,5200,4.7                                                                                                                                                                            
"Binghamton Metro Area","2016","06",109800,104100,5700,5.2                                                                                                                                                                            
"Binghamton Metro Area","2016","07",108400,102600,5800,5.3                                                                                                                                                                            
"Binghamton Metro Area","2016","08",107600,102100,5500,5.1                                                                                                                                                                            
"Binghamton Metro Area","2016","09",108300,102700,5600,5.2                                                                                                                                                                            
"Binghamton Metro Area","2016","10",108400,102900,5500,5.1                                                                                                                                                                            
"Binghamton Metro Area","2016","11",107800,102500,5300,4.9                                                                                                                                                                            
"Binghamton Metro Area","2016","12",107100,101400,5700,5.3                                                                                                                                                                            
"Binghamton Metro Area","2015","00",110100,103700,6500,5.9                                                                                                                                                                            
"Binghamton Metro Area","2015","01",110200,102200,8000,7.3                                                                                                                                                                            
"Binghamton Metro Area","2015","02",110300,102600,7800,7                                                                                                                                                                              
"Binghamton Metro Area","2015","03",110400,103200,7200,6.5                                                                                                                                                                            
"Binghamton Metro Area","2015","04",110600,104100,6500,5.9                                                                                                                                                                            
"Binghamton Metro Area","2015","05",111700,105200,6500,5.8                                                                                                                                                                            
"Binghamton Metro Area","2015","06",111900,105300,6600,5.9                                                                                                                                                                            
"Binghamton Metro Area","2015","07",110000,103600,6400,5.8                                                                                                                                                                            
"Binghamton Metro Area","2015","08",109200,103300,5900,5.4                                                                                                                                                                            
"Binghamton Metro Area","2015","09",108800,103200,5600,5.2                                                                                                                                                                            
"Binghamton Metro Area","2015","10",109400,103800,5500,5                                                                                                                                                                              
"Binghamton Metro Area","2015","11",109700,104000,5700,5.2                                                                                                                                                                            
"Binghamton Metro Area","2015","12",109400,103400,5900,5.4                                                                                                                                                                            
"Binghamton Metro Area","2014","00",111700,104500,7300,6.5                                                                                                                                                                            
"Binghamton Metro Area","2014","01",112600,103700,8900,7.9                                                                                                                                                                            
"Binghamton Metro Area","2014","02",112600,103600,9000,8                                                                                                                                                                              
"Binghamton Metro Area","2014","03",113000,104700,8300,7.4                                                                                                                                                                            
"Binghamton Metro Area","2014","04",111700,104800,6900,6.2                                                                                                                                                                            
"Binghamton Metro Area","2014","05",112300,105400,6900,6.1                                                                                                                                                                            
"Binghamton Metro Area","2014","06",114400,107200,7200,6.3                                                                                                                                                                            
"Binghamton Metro Area","2014","07",112300,104900,7300,6.5                                                                                                                                                                            
"Binghamton Metro Area","2014","08",111100,104000,7100,6.3                                                                                                                                                                            
"Binghamton Metro Area","2014","09",110700,104200,6600,5.9                                                                                                                                                                            
"Binghamton Metro Area","2014","10",110800,104500,6300,5.7                                                                                                                                                                            
"Binghamton Metro Area","2014","11",110100,103500,6500,5.9                                                                                                                                                                            
"Binghamton Metro Area","2014","12",109400,102800,6600,6.1                                                                                                                                                                            
"Binghamton Metro Area","2013","00",116900,108000,8900,7.6                                                                                                                                                                            
"Binghamton Metro Area","2013","01",119000,107800,11200,9.4                                                                                                                                                                           
"Binghamton Metro Area","2013","02",117800,107100,10700,9.1                                                                                                                                                                           
"Binghamton Metro Area","2013","03",117300,107600,9700,8.3                                                                                                                                                                            
"Binghamton Metro Area","2013","04",117600,108800,8700,7.4                                                                                                                                                                            
"Binghamton Metro Area","2013","05",119000,110500,8500,7.2                                                                                                                                                                            
"Binghamton Metro Area","2013","06",120000,110700,9300,7.7                                                                                                                                                                            
"Binghamton Metro Area","2013","07",117900,109000,8900,7.6                                                                                                                                                                            
"Binghamton Metro Area","2013","08",117100,108700,8400,7.2                                                                                                                                                                            
"Binghamton Metro Area","2013","09",116300,108100,8200,7.1                                                                                                                                                                            
"Binghamton Metro Area","2013","10",114500,106500,8000,7                                                                                                                                                                              
"Binghamton Metro Area","2013","11",114000,106100,7900,6.9                                                                                                                                                                            
"Binghamton Metro Area","2013","12",112600,104900,7700,6.9                                                                                                                                                                            
"Binghamton Metro Area","2012","00",119500,109300,10200,8.5                                                                                                                                                                           
"Binghamton Metro Area","2012","01",119100,107600,11500,9.7                                                                                                                                                                           
"Binghamton Metro Area","2012","02",119500,108100,11400,9.5                                                                                                                                                                           
"Binghamton Metro Area","2012","03",119600,108900,10700,9                                                                                                                                                                             
"Binghamton Metro Area","2012","04",119100,109400,9700,8.1                                                                                                                                                                            
"Binghamton Metro Area","2012","05",120800,110800,9900,8.2                                                                                                                                                                            
"Binghamton Metro Area","2012","06",121700,111100,10600,8.7                                                                                                                                                                           
"Binghamton Metro Area","2012","07",119900,109300,10600,8.8                                                                                                                                                                           
"Binghamton Metro Area","2012","08",118800,108800,10000,8.4                                                                                                                                                                           
"Binghamton Metro Area","2012","09",119100,109500,9600,8.1                                                                                                                                                                            
"Binghamton Metro Area","2012","10",119500,110100,9400,7.9                                                                                                                                                                            
"Binghamton Metro Area","2012","11",118600,109500,9100,7.7                                                                                                                                                                            
"Binghamton Metro Area","2012","12",118100,108300,9800,8.3                                                                                                                                                                            
"Binghamton Metro Area","2011","00",120500,110400,10100,8.4                                                                                                                                                                           
"Binghamton Metro Area","2011","01",122100,110500,11600,9.5                                                                                                                                                                           
"Binghamton Metro Area","2011","02",121300,110100,11200,9.2                                                                                                                                                                           
"Binghamton Metro Area","2011","03",121100,110600,10500,8.7                                                                                                                                                                           
"Binghamton Metro Area","2011","04",120400,110700,9700,8                                                                                                                                                                              
"Binghamton Metro Area","2011","05",121000,111500,9500,7.8                                                                                                                                                                            
"Binghamton Metro Area","2011","06",121900,111900,10000,8.2                                                                                                                                                                           
"Binghamton Metro Area","2011","07",119700,109900,9900,8.2                                                                                                                                                                            
"Binghamton Metro Area","2011","08",120000,110500,9400,7.9                                                                                                                                                                            
"Binghamton Metro Area","2011","09",119400,109200,10200,8.6                                                                                                                                                                           
"Binghamton Metro Area","2011","10",120400,110600,9800,8.1                                                                                                                                                                            
"Binghamton Metro Area","2011","11",120000,110300,9700,8.1                                                                                                                                                                            
"Binghamton Metro Area","2011","12",119300,109100,10200,8.5                                                                                                                                                                           
"Binghamton Metro Area","2010","00",124400,113800,10600,8.6                                                                                                                                                                           
"Binghamton Metro Area","2010","01",125000,112600,12400,9.9                                                                                                                                                                           
"Binghamton Metro Area","2010","02",124800,112800,12100,9.7                                                                                                                                                                           
"Binghamton Metro Area","2010","03",124600,113000,11600,9.3                                                                                                                                                                           
"Binghamton Metro Area","2010","04",126000,115500,10500,8.3                                                                                                                                                                           
"Binghamton Metro Area","2010","05",125700,115400,10200,8.1                                                                                                                                                                           
"Binghamton Metro Area","2010","06",126400,115900,10500,8.3                                                                                                                                                                           
"Binghamton Metro Area","2010","07",125000,114600,10400,8.3                                                                                                                                                                           
"Binghamton Metro Area","2010","08",124300,114300,10000,8                                                                                                                                                                             
"Binghamton Metro Area","2010","09",124200,114300,9900,8                                                                                                                                                                              
"Binghamton Metro Area","2010","10",123200,113500,9600,7.8                                                                                                                                                                            
"Binghamton Metro Area","2010","11",122600,112300,10200,8.3                                                                                                                                                                           
"Binghamton Metro Area","2010","12",121300,110800,10500,8.7                                                                                                                                                                           
"Binghamton Metro Area","2009","00",123700,113700,10100,8.1                                                                                                                                                                           
"Binghamton Metro Area","2009","01",124200,113900,10300,8.3                                                                                                                                                                           
"Binghamton Metro Area","2009","02",124500,113900,10600,8.5                                                                                                                                                                           
"Binghamton Metro Area","2009","03",123900,113600,10300,8.3                                                                                                                                                                           
"Binghamton Metro Area","2009","04",124300,114900,9400,7.5                                                                                                                                                                            
"Binghamton Metro Area","2009","05",124900,115200,9700,7.8                                                                                                                                                                            
"Binghamton Metro Area","2009","06",126300,116200,10100,8                                                                                                                                                                             
"Binghamton Metro Area","2009","07",124600,114600,9900,8                                                                                                                                                                              
"Binghamton Metro Area","2009","08",123800,114100,9700,7.8                                                                                                                                                                            
"Binghamton Metro Area","2009","09",123100,113100,10000,8.1                                                                                                                                                                           
"Binghamton Metro Area","2009","10",122600,112700,10000,8.1                                                                                                                                                                           
"Binghamton Metro Area","2009","11",122000,111900,10100,8.3                                                                                                                                                                           
"Binghamton Metro Area","2009","12",120600,110000,10700,8.9                                                                                                                                                                           
"Binghamton Metro Area","2008","00",124500,117700,6900,5.5                                                                                                                                                                            
"Binghamton Metro Area","2008","01",123800,116600,7100,5.8                                                                                                                                                                            
"Binghamton Metro Area","2008","02",123200,116100,7000,5.7                                                                                                                                                                            
"Binghamton Metro Area","2008","03",123600,116700,6900,5.6                                                                                                                                                                            
"Binghamton Metro Area","2008","04",124100,118100,6000,4.8                                                                                                                                                                            
"Binghamton Metro Area","2008","05",124500,118400,6100,4.9                                                                                                                                                                            
"Binghamton Metro Area","2008","06",126500,120000,6600,5.2                                                                                                                                                                            
"Binghamton Metro Area","2008","07",125500,118800,6700,5.3                                                                                                                                                                            
"Binghamton Metro Area","2008","08",124400,117800,6700,5.3                                                                                                                                                                            
"Binghamton Metro Area","2008","09",124500,117800,6700,5.4                                                                                                                                                                            
"Binghamton Metro Area","2008","10",125000,118400,6600,5.3                                                                                                                                                                            
"Binghamton Metro Area","2008","11",124900,117500,7400,5.9                                                                                                                                                                            
"Binghamton Metro Area","2008","12",124400,115800,8600,6.9                                                                                                                                                                            
"Binghamton Metro Area","2007","00",123000,117500,5500,4.5                                                                                                                                                                            
"Binghamton Metro Area","2007","01",123600,117100,6500,5.2                                                                                                                                                                            
"Binghamton Metro Area","2007","02",122900,116500,6500,5.2                                                                                                                                                                            
"Binghamton Metro Area","2007","03",122800,116900,5900,4.8                                                                                                                                                                            
"Binghamton Metro Area","2007","04",122200,116800,5300,4.4                                                                                                                                                                            
"Binghamton Metro Area","2007","05",123000,118000,5000,4.1                                                                                                                                                                            
"Binghamton Metro Area","2007","06",124800,119400,5400,4.4                                                                                                                                                                            
"Binghamton Metro Area","2007","07",123600,118100,5500,4.5                                                                                                                                                                            
"Binghamton Metro Area","2007","08",122000,117000,5000,4.1                                                                                                                                                                            
"Binghamton Metro Area","2007","09",122900,117800,5100,4.2                                                                                                                                                                            
"Binghamton Metro Area","2007","10",122800,117900,4900,4                                                                                                                                                                              
"Binghamton Metro Area","2007","11",123400,118200,5200,4.2                                                                                                                                                                            
"Binghamton Metro Area","2007","12",122400,116400,6000,4.9                                                                                                                                                                            
"Binghamton Metro Area","2006","00",123500,117900,5600,4.5                                                                                                                                                                            
"Binghamton Metro Area","2006","01",123200,116600,6600,5.4                                                                                                                                                                            
"Binghamton Metro Area","2006","02",123800,117000,6800,5.5                                                                                                                                                                            
"Binghamton Metro Area","2006","03",122900,116400,6500,5.3                                                                                                                                                                            
"Binghamton Metro Area","2006","04",123700,118000,5700,4.6                                                                                                                                                                            
"Binghamton Metro Area","2006","05",123900,118500,5400,4.4                                                                                                                                                                            
"Binghamton Metro Area","2006","06",125500,119900,5600,4.5                                                                                                                                                                            
"Binghamton Metro Area","2006","07",123100,117300,5900,4.8                                                                                                                                                                            
"Binghamton Metro Area","2006","08",123000,117900,5100,4.2                                                                                                                                                                            
"Binghamton Metro Area","2006","09",122300,117300,5000,4.1                                                                                                                                                                            
"Binghamton Metro Area","2006","10",123600,119100,4500,3.7                                                                                                                                                                            
"Binghamton Metro Area","2006","11",123500,118600,4900,4                                                                                                                                                                              
"Binghamton Metro Area","2006","12",122900,118000,5000,4                                                                                                                                                                              
"Binghamton Metro Area","2005","00",122600,116700,5900,4.8                                                                                                                                                                            
"Binghamton Metro Area","2005","01",121300,114000,7300,6                                                                                                                                                                              
"Binghamton Metro Area","2005","02",121300,114100,7200,5.9                                                                                                                                                                            
"Binghamton Metro Area","2005","03",120900,114600,6300,5.2                                                                                                                                                                            
"Binghamton Metro Area","2005","04",121800,116200,5600,4.6                                                                                                                                                                            
"Binghamton Metro Area","2005","05",122600,117000,5600,4.6                                                                                                                                                                            
"Binghamton Metro Area","2005","06",124300,118500,5800,4.7                                                                                                                                                                            
"Binghamton Metro Area","2005","07",122800,116900,5800,4.7                                                                                                                                                                            
"Binghamton Metro Area","2005","08",122500,117300,5200,4.3                                                                                                                                                                            
"Binghamton Metro Area","2005","09",123000,117300,5700,4.6                                                                                                                                                                            
"Binghamton Metro Area","2005","10",124000,118700,5300,4.3                                                                                                                                                                            
"Binghamton Metro Area","2005","11",123700,118000,5800,4.7                                                                                                                                                                            
"Binghamton Metro Area","2005","12",122900,117200,5700,4.6                                                                                                                                                                            
"Binghamton Metro Area","2004","00",122400,115900,6600,5.4                                                                                                                                                                            
"Binghamton Metro Area","2004","01",122300,113800,8400,6.9                                                                                                                                                                            
"Binghamton Metro Area","2004","02",122800,114800,8000,6.5                                                                                                                                                                            
"Binghamton Metro Area","2004","03",122800,114800,8000,6.5                                                                                                                                                                            
"Binghamton Metro Area","2004","04",122100,115500,6600,5.4                                                                                                                                                                            
"Binghamton Metro Area","2004","05",122400,116200,6200,5.1                                                                                                                                                                            
"Binghamton Metro Area","2004","06",124400,117900,6600,5.3                                                                                                                                                                            
"Binghamton Metro Area","2004","07",122200,116000,6200,5.1                                                                                                                                                                            
"Binghamton Metro Area","2004","08",121400,115800,5600,4.6                                                                                                                                                                            
"Binghamton Metro Area","2004","09",121500,115800,5600,4.6                                                                                                                                                                            
"Binghamton Metro Area","2004","10",122400,117000,5400,4.4                                                                                                                                                                            
"Binghamton Metro Area","2004","11",122600,116800,5800,4.7                                                                                                                                                                            
"Binghamton Metro Area","2004","12",122200,115800,6400,5.3                                                                                                                                                                            
"Binghamton Metro Area","2003","00",123000,116000,7100,5.7                                                                                                                                                                            
"Binghamton Metro Area","2003","01",124100,115800,8300,6.7                                                                                                                                                                            
"Binghamton Metro Area","2003","02",124400,116400,8000,6.5                                                                                                                                                                            
"Binghamton Metro Area","2003","03",123400,115800,7600,6.2                                                                                                                                                                            
"Binghamton Metro Area","2003","04",123800,117000,6800,5.5                                                                                                                                                                            
"Binghamton Metro Area","2003","05",123500,117000,6600,5.3                                                                                                                                                                            
"Binghamton Metro Area","2003","06",125200,118000,7200,5.7                                                                                                                                                                            
"Binghamton Metro Area","2003","07",122300,115500,6900,5.6                                                                                                                                                                            
"Binghamton Metro Area","2003","08",121500,115100,6400,5.3                                                                                                                                                                            
"Binghamton Metro Area","2003","09",122100,115500,6700,5.5                                                                                                                                                                            
"Binghamton Metro Area","2003","10",122100,115500,6600,5.4                                                                                                                                                                            
"Binghamton Metro Area","2003","11",122200,115400,6800,5.6                                                                                                                                                                            
"Binghamton Metro Area","2003","12",121800,114900,6900,5.7                                                                                                                                                                            
"Binghamton Metro Area","2002","00",125500,118400,7200,5.7                                                                                                                                                                            
"Binghamton Metro Area","2002","01",125300,116700,8500,6.8                                                                                                                                                                            
"Binghamton Metro Area","2002","02",126800,118200,8600,6.8                                                                                                                                                                            
"Binghamton Metro Area","2002","03",126300,118200,8100,6.4                                                                                                                                                                            
"Binghamton Metro Area","2002","04",125200,117900,7300,5.8                                                                                                                                                                            
"Binghamton Metro Area","2002","05",126200,119300,6900,5.5                                                                                                                                                                            
