"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"Albany-Schenectady-Troy Metro Area","2020","01",456000,437600,18400,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2019","00",448100,431700,16400,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","01",446600,427500,19100,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","02",446900,428100,18800,4.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","03",446400,429000,17300,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","04",444400,429600,14700,3.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","05",444500,429800,14600,3.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","06",449800,434000,15800,3.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","07",449300,432300,17000,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","08",448200,431400,16800,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","09",448200,432800,15400,3.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","10",451800,436300,15600,3.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","11",451700,436400,15300,3.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2019","12",449700,433100,16600,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","00",450300,433300,17000,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","01",441500,420000,21500,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","02",446800,424900,21800,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","03",446800,427400,19300,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","04",446400,429500,17000,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","05",448700,433400,15200,3.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","06",456600,439200,17300,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","07",455100,438400,16700,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","08",449900,434300,15700,3.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","09",449100,434200,14900,3.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","10",455700,441300,14400,3.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","11",453600,439400,14200,3.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2018","12",452900,437300,15700,3.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","00",447300,428200,19100,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","01",442800,421000,21800,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","02",444800,423200,21600,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","03",447700,428700,19000,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","04",449500,431600,17800,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2017","05",447100,429000,18000,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2017","06",454200,434800,19500,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","07",452800,433000,19800,4.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","08",450000,430500,19400,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","09",448700,430000,18600,4.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","10",447300,429700,17600,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2017","11",443100,425200,17900,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2017","12",439300,421400,17900,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","00",447500,429000,18400,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","01",447900,427400,20500,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","02",450000,429400,20600,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","03",449900,430400,19500,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","04",447700,430100,17600,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","05",447600,431100,16600,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","06",452400,434000,18400,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","07",451000,432100,18900,4.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","08",448600,430100,18500,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","09",443900,425400,18500,4.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","10",447000,429300,17700,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2016","11",443000,426000,17000,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2016","12",440600,423000,17600,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2015","00",447200,427300,19900,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","01",445400,421600,23800,5.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","02",445000,421900,23100,5.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","03",445200,424300,20900,4.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","04",447300,427900,19400,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","05",450700,430600,20100,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","06",454800,434100,20800,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","07",451000,430200,20800,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","08",448300,429100,19100,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","09",442600,424400,18300,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2015","10",447200,429500,17700,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2015","11",444900,427300,17600,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2015","12",444200,426500,17700,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2014","00",444800,422300,22500,5.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","01",445100,418000,27000,6.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","02",445900,418500,27300,6.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","03",446700,421500,25200,5.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","04",443500,422400,21100,4.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","05",445600,424000,21600,4.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","06",451100,428800,22200,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","07",448400,425000,23400,5.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","08",444600,422200,22400,5                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2014","09",440400,419700,20700,4.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","10",445600,425800,19800,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","11",442200,422300,19900,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2014","12",438700,419200,19500,4.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","00",455800,427100,28600,6.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","01",456500,420600,35800,7.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","02",456300,422400,33900,7.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","03",454300,423800,30500,6.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","04",456200,428300,27900,6.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","05",459300,431300,28000,6.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","06",465700,435900,29900,6.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","07",462500,433100,29500,6.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","08",458600,430700,27900,6.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","09",454100,427200,26800,5.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","10",450100,424400,25700,5.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","11",449900,425600,24300,5.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2013","12",445600,422000,23600,5.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","00",455300,422000,33300,7.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","01",449000,412800,36200,8.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","02",452100,415300,36800,8.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","03",450800,416100,34700,7.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","04",453000,420800,32200,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","05",456500,423300,33300,7.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","06",461800,426900,34900,7.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","07",458500,423300,35200,7.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","08",456200,423000,33200,7.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","09",455200,423500,31700,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2012","10",459300,428400,30900,6.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","11",457600,428400,29300,6.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2012","12",453400,422300,31100,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","00",449300,417200,32100,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","01",448700,412900,35800,8                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2011","02",449400,414700,34800,7.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","03",448800,416200,32600,7.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","04",449000,418700,30300,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","05",448700,418300,30300,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","06",451400,419000,32400,7.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","07",450800,418300,32500,7.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","08",450500,419100,31400,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2011","09",447500,415800,31700,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","10",449900,419100,30800,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","11",449900,419100,30800,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2011","12",447500,415600,31900,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","00",459100,425700,33400,7.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","01",457600,420600,37100,8.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","02",459300,422600,36600,8                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2010","03",458900,424100,34800,7.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","04",463700,431400,32300,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2010","05",462100,430300,31800,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","06",466300,433200,33100,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","07",465300,431000,34200,7.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","08",463400,430400,33000,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","09",456700,424700,32000,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2010","10",453600,422300,31400,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","11",453100,420600,32600,7.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2010","12",449200,417200,32000,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","00",457300,425600,31700,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","01",458300,426800,31500,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","02",460000,426700,33300,7.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","03",458400,425900,32500,7.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","04",460900,430500,30400,6.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","05",459400,428600,30800,6.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","06",466600,434000,32600,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2009","07",463700,431500,32100,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","08",460400,429100,31300,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","09",452200,420600,31600,7                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2009","10",451400,420300,31100,6.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","11",451100,420300,30900,6.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2009","12",444800,412800,32100,7.2                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","00",459700,437000,22700,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","01",454200,431000,23300,5.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","02",453600,430300,23300,5.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","03",454200,431500,22700,5                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2008","04",456100,436100,20000,4.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","05",459500,438100,21400,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","06",467100,444800,22300,4.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","07",467200,444300,22900,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","08",465200,442700,22500,4.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","09",459000,436300,22700,4.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","10",461900,439500,22400,4.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","11",461100,437600,23500,5.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2008","12",457600,431700,25900,5.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","00",452500,434400,18100,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2007","01",451500,431200,20300,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","02",451000,430900,20100,4.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","03",450800,432800,18000,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2007","04",447200,430400,16800,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","05",449100,432800,16400,3.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","06",458200,440400,17800,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","07",458100,439400,18700,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","08",454800,437500,17300,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","09",451200,433500,17700,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","10",451500,434500,17100,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","11",454500,436800,17700,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2007","12",452400,433100,19400,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","00",455700,438100,17600,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","01",451600,432000,19600,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","02",454100,433600,20600,4.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","03",454600,435200,19400,4.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","04",454400,437100,17300,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","05",454700,437400,17200,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","06",462100,444100,18100,3.9                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","07",462700,443900,18800,4.1                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","08",460200,443100,17000,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","09",451200,434500,16700,3.7                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","10",454700,439700,14900,3.3                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","11",454300,438500,15800,3.5                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2006","12",453500,438000,15500,3.4                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","00",454300,436300,18000,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2005","01",449500,428800,20700,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","02",449100,428500,20600,4.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","03",446900,428800,18100,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2005","04",450500,433500,17000,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","05",452200,435000,17200,3.8                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","06",459200,440800,18400,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2005","07",463500,444900,18600,4                                                                                                                                                                
"Albany-Schenectady-Troy Metro Area","2005","08",462500,445800,16700,3.6                                                                                                                                                              
"Albany-Schenectady-Troy Metro Area","2005","09",454000,436000,18000,4                                                                                                                                                                
