"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"Chemung-Schuyler-Steuben","2013","10",92300,85500,6800,7.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2013","11",92100,85300,6700,7.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2013","12",91300,84800,6500,7.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","00",95400,86900,8500,8.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","01",94900,85700,9200,9.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","02",95100,85700,9400,9.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","03",95000,86000,9000,9.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","04",94700,86400,8300,8.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","05",95800,87400,8400,8.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","06",97200,88600,8600,8.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","07",96700,88100,8700,9                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2012","08",95800,87600,8200,8.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","09",95400,87200,8200,8.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","10",95500,87500,8000,8.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","11",94300,86500,7700,8.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2012","12",94500,85900,8600,9.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","00",95900,87700,8200,8.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","01",96400,86900,9500,9.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","02",96000,86700,9300,9.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","03",95600,86800,8800,9.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","04",95600,87600,8000,8.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","05",96300,88500,7800,8.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","06",97500,89600,7900,8.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","07",96500,88600,7900,8.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","08",96500,88900,7600,7.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","09",95500,87600,7900,8.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","10",95000,87400,7700,8.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","11",94800,87200,7700,8.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2011","12",95300,87100,8200,8.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","00",97900,89100,8800,9                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2010","01",97700,87600,10200,10.4                                                                                                                                                                         
"Chemung-Schuyler-Steuben","2010","02",97600,87500,10100,10.4                                                                                                                                                                         
"Chemung-Schuyler-Steuben","2010","03",97200,87500,9700,10                                                                                                                                                                            
"Chemung-Schuyler-Steuben","2010","04",98700,89700,9000,9.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","05",98800,90100,8600,8.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","06",100200,91600,8600,8.6                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2010","07",99200,90600,8600,8.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","08",98400,90200,8200,8.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","09",97600,89500,8100,8.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","10",97000,89100,8000,8.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","11",96500,88100,8400,8.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2010","12",96300,87800,8600,8.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","00",97100,88200,8900,9.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","01",97700,88700,9000,9.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","02",97400,87700,9600,9.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","03",97200,87400,9800,10                                                                                                                                                                            
"Chemung-Schuyler-Steuben","2009","04",97100,88100,9000,9.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","05",97500,88500,9000,9.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","06",98900,89800,9100,9.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","07",98100,89400,8800,8.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","08",97100,88700,8300,8.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","09",96500,88000,8500,8.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","10",96300,87800,8500,8.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","11",96300,87700,8500,8.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2009","12",94900,85800,9100,9.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","00",97500,91800,5700,5.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","01",96200,90100,6100,6.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","02",95800,89800,6000,6.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","03",96100,90300,5700,6                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2008","04",96700,91800,5000,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","05",97400,92400,5000,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","06",99300,94200,5200,5.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","07",99300,93900,5500,5.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","08",98400,93100,5300,5.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","09",98000,92700,5400,5.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","10",98100,92700,5500,5.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","11",97800,91500,6300,6.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2008","12",97300,89800,7500,7.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","00",95700,90900,4700,4.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","01",95200,89700,5500,5.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","02",95200,89600,5600,5.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","03",94900,90000,5000,5.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","04",94100,89700,4400,4.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","05",95100,90900,4300,4.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","06",97000,92600,4400,4.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","07",96100,91600,4500,4.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","08",95600,91600,4100,4.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","09",96400,91900,4500,4.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","10",96100,91700,4400,4.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","11",96300,91700,4600,4.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2007","12",95700,90400,5300,5.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","00",95500,90700,4800,5                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2006","01",95600,89800,5800,6.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","02",95700,89600,6000,6.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","03",95300,89800,5500,5.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","04",95200,90400,4800,5                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2006","05",95500,90800,4700,4.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","06",96800,92200,4600,4.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","07",95700,90900,4800,5                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2006","08",95800,91500,4300,4.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","09",95200,90700,4500,4.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","10",95700,91800,3900,4.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","11",95000,90800,4200,4.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2006","12",94800,90300,4400,4.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","00",95100,89900,5200,5.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","01",94300,87600,6600,7                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2005","02",94300,87700,6600,7                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2005","03",93600,88000,5600,6                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2005","04",94100,88800,5200,5.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","05",95300,90300,5100,5.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","06",96600,91500,5100,5.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","07",95900,90900,5000,5.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","08",95600,91100,4400,4.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","09",95100,90300,4800,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","10",95700,91300,4400,4.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","11",95500,90600,4900,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2005","12",95000,90100,4900,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","00",94400,88600,5800,6.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","01",94900,87200,7800,8.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","02",94200,86800,7400,7.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","03",94200,86900,7300,7.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","04",93400,87400,6000,6.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","05",94300,88700,5600,5.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","06",95400,89700,5700,6                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2004","07",95000,89600,5400,5.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","08",94800,89900,4900,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","09",94100,89300,4800,5.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","10",94300,89700,4600,4.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","11",94600,89600,5000,5.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2004","12",93900,88500,5400,5.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","00",95900,89400,6500,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","01",97900,90200,7600,7.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","02",97600,90100,7500,7.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","03",96600,89600,7000,7.2                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","04",96200,89600,6500,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","05",95800,89600,6200,6.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","06",98000,91400,6600,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","07",95500,89200,6300,6.5                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","08",95900,90000,5900,6.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","09",95000,89000,6100,6.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","10",94400,88300,6000,6.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","11",94200,87800,6400,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2003","12",93700,87300,6400,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","00",99000,92300,6700,6.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","01",101000,92800,8100,8.1                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2002","02",100900,92800,8100,8                                                                                                                                                                            
"Chemung-Schuyler-Steuben","2002","03",99500,91900,7600,7.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","04",98700,91800,6800,6.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","05",99100,92600,6500,6.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","06",99700,93200,6600,6.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","07",100100,93600,6500,6.4                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2002","08",99100,93200,5900,6                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2002","09",98500,92800,5700,5.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","10",97500,91900,5600,5.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","11",97200,90900,6300,6.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2002","12",97000,90500,6500,6.7                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2001","00",100100,95100,5000,5                                                                                                                                                                            
"Chemung-Schuyler-Steuben","2001","01",101200,96400,4800,4.7                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","02",101000,96300,4700,4.6                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","03",99800,95200,4600,4.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2001","04",99300,95300,4100,4.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2001","05",99300,95300,4000,4                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2001","06",101000,96500,4500,4.4                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","07",100400,95800,4700,4.6                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","08",99700,94900,4700,4.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2001","09",100200,95000,5100,5.1                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","10",100000,94500,5500,5.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2001","11",99300,93100,6200,6.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2001","12",100000,93200,6800,6.8                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2000","00",99700,95500,4200,4.3                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","01",100100,94700,5500,5.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2000","02",99200,93900,5400,5.4                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","03",99100,94200,5000,5                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2000","04",99100,95000,4100,4.1                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","05",99700,95700,4000,4                                                                                                                                                                             
"Chemung-Schuyler-Steuben","2000","06",101100,97200,4000,3.9                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2000","07",100600,96600,4100,4                                                                                                                                                                            
"Chemung-Schuyler-Steuben","2000","08",100100,96200,3900,3.9                                                                                                                                                                          
"Chemung-Schuyler-Steuben","2000","09",98800,95100,3800,3.8                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","10",99600,96000,3600,3.6                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","11",99400,95500,3900,3.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","2000","12",99600,95700,3900,3.9                                                                                                                                                                           
"Chemung-Schuyler-Steuben","1999","00",102400,97000,5400,5.3                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","01",102100,95900,6300,6.1                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","02",102500,95600,6900,6.7                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","03",102700,96200,6500,6.3                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","04",101500,96000,5500,5.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","05",102400,97400,5000,4.9                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","06",104600,99100,5500,5.2                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","07",104700,99400,5300,5                                                                                                                                                                            
"Chemung-Schuyler-Steuben","1999","08",103800,99300,4500,4.4                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","09",102200,97500,4700,4.6                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","10",101300,96800,4600,4.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","11",100700,95700,5000,4.9                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1999","12",100600,95500,5200,5.1                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","00",102900,97600,5300,5.2                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","01",102300,95500,6800,6.7                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","02",101900,95000,6900,6.8                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","03",102000,95400,6600,6.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","04",102400,97300,5000,4.9                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","05",103700,98500,5200,5                                                                                                                                                                            
"Chemung-Schuyler-Steuben","1998","06",105700,100300,5400,5.1                                                                                                                                                                         
"Chemung-Schuyler-Steuben","1998","07",104700,99900,4800,4.5                                                                                                                                                                          
"Chemung-Schuyler-Steuben","1998","08",104800,100000,4700,4.5                                                                                                                                                                         
