"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"Finger Lakes","2005","02",613200,578700,34400,5.6                                                                                                                                                                                    
"Finger Lakes","2005","03",610500,581000,29500,4.8                                                                                                                                                                                    
"Finger Lakes","2005","04",615100,587300,27800,4.5                                                                                                                                                                                    
"Finger Lakes","2005","05",620200,592500,27700,4.5                                                                                                                                                                                    
"Finger Lakes","2005","06",628600,600200,28400,4.5                                                                                                                                                                                    
"Finger Lakes","2005","07",630400,601500,28900,4.6                                                                                                                                                                                    
"Finger Lakes","2005","08",627500,601500,26000,4.1                                                                                                                                                                                    
"Finger Lakes","2005","09",617900,589900,28000,4.5                                                                                                                                                                                    
"Finger Lakes","2005","10",623000,597400,25700,4.1                                                                                                                                                                                    
"Finger Lakes","2005","11",620200,592000,28200,4.5                                                                                                                                                                                    
"Finger Lakes","2005","12",619000,591900,27100,4.4                                                                                                                                                                                    
"Finger Lakes","2004","00",614600,582000,32600,5.3                                                                                                                                                                                    
"Finger Lakes","2004","01",614600,573500,41100,6.7                                                                                                                                                                                    
"Finger Lakes","2004","02",611200,572200,39000,6.4                                                                                                                                                                                    
"Finger Lakes","2004","03",608800,570500,38300,6.3                                                                                                                                                                                    
"Finger Lakes","2004","04",608100,575100,33000,5.4                                                                                                                                                                                    
"Finger Lakes","2004","05",612000,581200,30800,5                                                                                                                                                                                      
"Finger Lakes","2004","06",623300,591200,32100,5.2                                                                                                                                                                                    
"Finger Lakes","2004","07",624800,592800,32000,5.1                                                                                                                                                                                    
"Finger Lakes","2004","08",619300,590600,28700,4.6                                                                                                                                                                                    
"Finger Lakes","2004","09",610800,582300,28600,4.7                                                                                                                                                                                    
"Finger Lakes","2004","10",615400,587800,27500,4.5                                                                                                                                                                                    
"Finger Lakes","2004","11",614300,585400,28900,4.7                                                                                                                                                                                    
"Finger Lakes","2004","12",613000,581900,31100,5.1                                                                                                                                                                                    
"Finger Lakes","2003","00",614700,580700,34100,5.5                                                                                                                                                                                    
"Finger Lakes","2003","01",615100,576600,38500,6.3                                                                                                                                                                                    
"Finger Lakes","2003","02",614700,577000,37800,6.1                                                                                                                                                                                    
"Finger Lakes","2003","03",612000,576600,35500,5.8                                                                                                                                                                                    
"Finger Lakes","2003","04",610300,577300,32900,5.4                                                                                                                                                                                    
"Finger Lakes","2003","05",614600,582300,32300,5.2                                                                                                                                                                                    
"Finger Lakes","2003","06",626000,591000,35000,5.6                                                                                                                                                                                    
"Finger Lakes","2003","07",623100,589000,34100,5.5                                                                                                                                                                                    
"Finger Lakes","2003","08",619100,587400,31700,5.1                                                                                                                                                                                    
"Finger Lakes","2003","09",610300,577800,32500,5.3                                                                                                                                                                                    
"Finger Lakes","2003","10",612000,580200,31800,5.2                                                                                                                                                                                    
"Finger Lakes","2003","11",610500,576900,33600,5.5                                                                                                                                                                                    
"Finger Lakes","2003","12",609200,576000,33200,5.5                                                                                                                                                                                    
"Finger Lakes","2002","00",616600,583300,33300,5.4                                                                                                                                                                                    
"Finger Lakes","2002","01",610000,571200,38800,6.4                                                                                                                                                                                    
"Finger Lakes","2002","02",615100,576100,39000,6.3                                                                                                                                                                                    
"Finger Lakes","2002","03",611500,574400,37100,6.1                                                                                                                                                                                    
"Finger Lakes","2002","04",612500,578600,33900,5.5                                                                                                                                                                                    
"Finger Lakes","2002","05",616300,584000,32400,5.3                                                                                                                                                                                    
"Finger Lakes","2002","06",625400,592100,33300,5.3                                                                                                                                                                                    
"Finger Lakes","2002","07",626200,593200,33000,5.3                                                                                                                                                                                    
"Finger Lakes","2002","08",624600,594400,30200,4.8                                                                                                                                                                                    
"Finger Lakes","2002","09",616800,587000,29800,4.8                                                                                                                                                                                    
"Finger Lakes","2002","10",616400,587500,28900,4.7                                                                                                                                                                                    
"Finger Lakes","2002","11",612000,580800,31100,5.1                                                                                                                                                                                    
"Finger Lakes","2002","12",612500,580000,32600,5.3                                                                                                                                                                                    
"Finger Lakes","2001","00",610200,584500,25700,4.2                                                                                                                                                                                    
"Finger Lakes","2001","01",609300,583000,26300,4.3                                                                                                                                                                                    
"Finger Lakes","2001","02",607700,582200,25500,4.2                                                                                                                                                                                    
"Finger Lakes","2001","03",606300,581800,24400,4                                                                                                                                                                                      
"Finger Lakes","2001","04",603800,582500,21400,3.5                                                                                                                                                                                    
"Finger Lakes","2001","05",606100,584800,21400,3.5                                                                                                                                                                                    
"Finger Lakes","2001","06",618200,594400,23900,3.9                                                                                                                                                                                    
"Finger Lakes","2001","07",615500,590600,24900,4.1                                                                                                                                                                                    
"Finger Lakes","2001","08",609700,584200,25400,4.2                                                                                                                                                                                    
"Finger Lakes","2001","09",608900,582600,26400,4.3                                                                                                                                                                                    
"Finger Lakes","2001","10",612100,585000,27200,4.4                                                                                                                                                                                    
"Finger Lakes","2001","11",611700,581900,29800,4.9                                                                                                                                                                                    
"Finger Lakes","2001","12",613000,580900,32100,5.2                                                                                                                                                                                    
"Finger Lakes","2000","00",612300,589500,22800,3.7                                                                                                                                                                                    
"Finger Lakes","2000","01",615500,586800,28700,4.7                                                                                                                                                                                    
"Finger Lakes","2000","02",615100,586500,28600,4.7                                                                                                                                                                                    
"Finger Lakes","2000","03",612500,586400,26100,4.3                                                                                                                                                                                    
"Finger Lakes","2000","04",612700,590800,21900,3.6                                                                                                                                                                                    
"Finger Lakes","2000","05",610200,588500,21700,3.6                                                                                                                                                                                    
"Finger Lakes","2000","06",623500,601600,21900,3.5                                                                                                                                                                                    
"Finger Lakes","2000","07",620700,598500,22200,3.6                                                                                                                                                                                    
"Finger Lakes","2000","08",616800,595600,21300,3.4                                                                                                                                                                                    
"Finger Lakes","2000","09",605800,585000,20800,3.4                                                                                                                                                                                    
"Finger Lakes","2000","10",604600,585300,19300,3.2                                                                                                                                                                                    
"Finger Lakes","2000","11",603800,583300,20500,3.4                                                                                                                                                                                    
"Finger Lakes","2000","12",605900,585300,20600,3.4                                                                                                                                                                                    
"Finger Lakes","1999","00",631200,604100,27100,4.3                                                                                                                                                                                    
"Finger Lakes","1999","01",630400,598800,31600,5                                                                                                                                                                                      
"Finger Lakes","1999","02",630300,596400,33900,5.4                                                                                                                                                                                    
"Finger Lakes","1999","03",627900,597100,30800,4.9                                                                                                                                                                                    
"Finger Lakes","1999","04",626600,599500,27100,4.3                                                                                                                                                                                    
"Finger Lakes","1999","05",635100,609000,26200,4.1                                                                                                                                                                                    
"Finger Lakes","1999","06",644600,617200,27300,4.2                                                                                                                                                                                    
"Finger Lakes","1999","07",643600,617700,26000,4                                                                                                                                                                                      
"Finger Lakes","1999","08",635900,612100,23700,3.7                                                                                                                                                                                    
"Finger Lakes","1999","09",624500,598800,25600,4.1                                                                                                                                                                                    
"Finger Lakes","1999","10",626400,602900,23500,3.8                                                                                                                                                                                    
"Finger Lakes","1999","11",624200,600100,24100,3.9                                                                                                                                                                                    
"Finger Lakes","1999","12",624800,599700,25200,4                                                                                                                                                                                      
"Finger Lakes","1998","00",636100,610000,26200,4.1                                                                                                                                                                                    
"Finger Lakes","1998","01",632200,601000,31100,4.9                                                                                                                                                                                    
"Finger Lakes","1998","02",631600,600400,31200,4.9                                                                                                                                                                                    
"Finger Lakes","1998","03",631900,602100,29800,4.7                                                                                                                                                                                    
"Finger Lakes","1998","04",628700,604300,24400,3.9                                                                                                                                                                                    
"Finger Lakes","1998","05",636800,611700,25200,4                                                                                                                                                                                      
"Finger Lakes","1998","06",647000,621900,25000,3.9                                                                                                                                                                                    
"Finger Lakes","1998","07",651300,622400,28900,4.4                                                                                                                                                                                    
"Finger Lakes","1998","08",641600,618200,23300,3.6                                                                                                                                                                                    
"Finger Lakes","1998","09",635300,610800,24500,3.9                                                                                                                                                                                    
"Finger Lakes","1998","10",633700,611200,22500,3.6                                                                                                                                                                                    
"Finger Lakes","1998","11",631700,608400,23300,3.7                                                                                                                                                                                    
"Finger Lakes","1998","12",631900,606900,25000,4                                                                                                                                                                                      
"Finger Lakes","1997","00",633900,607500,26400,4.2                                                                                                                                                                                    
"Finger Lakes","1997","01",619300,589000,30300,4.9                                                                                                                                                                                    
"Finger Lakes","1997","02",621900,591600,30300,4.9                                                                                                                                                                                    
"Finger Lakes","1997","03",625600,596600,29000,4.6                                                                                                                                                                                    
"Finger Lakes","1997","04",625700,600700,25000,4                                                                                                                                                                                      
"Finger Lakes","1997","05",634800,609700,25100,4                                                                                                                                                                                      
"Finger Lakes","1997","06",648300,622200,26100,4                                                                                                                                                                                      
"Finger Lakes","1997","07",652200,625500,26700,4.1                                                                                                                                                                                    
"Finger Lakes","1997","08",644000,619500,24600,3.8                                                                                                                                                                                    
"Finger Lakes","1997","09",631300,605600,25600,4.1                                                                                                                                                                                    
"Finger Lakes","1997","10",635100,611500,23600,3.7                                                                                                                                                                                    
"Finger Lakes","1997","11",636600,612300,24300,3.8                                                                                                                                                                                    
"Finger Lakes","1997","12",632300,606200,26200,4.1                                                                                                                                                                                    
"Finger Lakes","1996","00",623500,598100,25400,4.1                                                                                                                                                                                    
"Finger Lakes","1996","01",617400,586900,30500,4.9                                                                                                                                                                                    
"Finger Lakes","1996","02",618200,587900,30300,4.9                                                                                                                                                                                    
"Finger Lakes","1996","03",617900,588100,29700,4.8                                                                                                                                                                                    
"Finger Lakes","1996","04",615200,589100,26100,4.2                                                                                                                                                                                    
"Finger Lakes","1996","05",622800,596100,26700,4.3                                                                                                                                                                                    
"Finger Lakes","1996","06",635000,609900,25000,3.9                                                                                                                                                                                    
"Finger Lakes","1996","07",640800,614500,26200,4.1                                                                                                                                                                                    
"Finger Lakes","1996","08",631400,608900,22500,3.6                                                                                                                                                                                    
"Finger Lakes","1996","09",621200,598700,22500,3.6                                                                                                                                                                                    
"Finger Lakes","1996","10",624300,603500,20800,3.3                                                                                                                                                                                    
"Finger Lakes","1996","11",622300,600200,22000,3.5                                                                                                                                                                                    
"Finger Lakes","1996","12",615800,593000,22900,3.7                                                                                                                                                                                    
"Finger Lakes","1995","00",619000,590300,28700,4.6                                                                                                                                                                                    
"Finger Lakes","1995","01",616200,579800,36400,5.9                                                                                                                                                                                    
"Finger Lakes","1995","02",618400,583500,34900,5.6                                                                                                                                                                                    
"Finger Lakes","1995","03",616500,583900,32600,5.3                                                                                                                                                                                    
"Finger Lakes","1995","04",613900,584200,29600,4.8                                                                                                                                                                                    
"Finger Lakes","1995","05",615800,587500,28400,4.6                                                                                                                                                                                    
"Finger Lakes","1995","06",628000,600400,27500,4.4                                                                                                                                                                                    
"Finger Lakes","1995","07",632900,604600,28200,4.5                                                                                                                                                                                    
"Finger Lakes","1995","08",626700,599800,26900,4.3                                                                                                                                                                                    
"Finger Lakes","1995","09",614500,588600,25900,4.2                                                                                                                                                                                    
"Finger Lakes","1995","10",617300,593600,23700,3.8                                                                                                                                                                                    
"Finger Lakes","1995","11",614300,589500,24800,4                                                                                                                                                                                      
"Finger Lakes","1995","12",613400,588200,25200,4.1                                                                                                                                                                                    
"Finger Lakes","1994","00",621900,588600,33300,5.4                                                                                                                                                                                    
"Finger Lakes","1994","01",622200,582700,39500,6.3                                                                                                                                                                                    
"Finger Lakes","1994","02",622500,583200,39300,6.3                                                                                                                                                                                    
"Finger Lakes","1994","03",615500,578100,37400,6.1                                                                                                                                                                                    
"Finger Lakes","1994","04",616900,582700,34300,5.6                                                                                                                                                                                    
"Finger Lakes","1994","05",621400,588800,32700,5.3                                                                                                                                                                                    
"Finger Lakes","1994","06",632700,599500,33300,5.3                                                                                                                                                                                    
"Finger Lakes","1994","07",634400,600200,34200,5.4                                                                                                                                                                                    
"Finger Lakes","1994","08",630000,598100,31900,5.1                                                                                                                                                                                    
"Finger Lakes","1994","09",614300,583500,30800,5                                                                                                                                                                                      
"Finger Lakes","1994","10",618500,589300,29200,4.7                                                                                                                                                                                    
"Finger Lakes","1994","11",617600,589400,28200,4.6                                                                                                                                                                                    
"Finger Lakes","1994","12",616300,587600,28800,4.7                                                                                                                                                                                    
"Finger Lakes","1993","00",620800,588600,32300,5.2                                                                                                                                                                                    
"Finger Lakes","1993","01",614900,577600,37300,6.1                                                                                                                                                                                    
"Finger Lakes","1993","02",615900,578800,37100,6                                                                                                                                                                                      
"Finger Lakes","1993","03",612300,578400,34000,5.5                                                                                                                                                                                    
"Finger Lakes","1993","04",612900,581800,31100,5.1                                                                                                                                                                                    
"Finger Lakes","1993","05",621000,589500,31500,5.1                                                                                                                                                                                    
"Finger Lakes","1993","06",636600,604600,32000,5                                                                                                                                                                                      
"Finger Lakes","1993","07",642800,607500,35300,5.5                                                                                                                                                                                    
"Finger Lakes","1993","08",634100,604500,29700,4.7                                                                                                                                                                                    
"Finger Lakes","1993","09",612100,582900,29200,4.8                                                                                                                                                                                    
"Finger Lakes","1993","10",615000,586000,29000,4.7                                                                                                                                                                                    
"Finger Lakes","1993","11",615800,585900,29900,4.9                                                                                                                                                                                    
"Finger Lakes","1993","12",616600,585200,31500,5.1                                                                                                                                                                                    
"Finger Lakes","1992","00",615800,580300,35500,5.8                                                                                                                                                                                    
"Finger Lakes","1992","01",608500,567200,41300,6.8                                                                                                                                                                                    
"Finger Lakes","1992","02",610500,568500,42000,6.9                                                                                                                                                                                    
"Finger Lakes","1992","03",608800,569600,39200,6.4                                                                                                                                                                                    
"Finger Lakes","1992","04",607500,572700,34800,5.7                                                                                                                                                                                    
"Finger Lakes","1992","05",614100,578700,35400,5.8                                                                                                                                                                                    
"Finger Lakes","1992","06",628100,591800,36300,5.8                                                                                                                                                                                    
"Finger Lakes","1992","07",628500,592500,36000,5.7                                                                                                                                                                                    
"Finger Lakes","1992","08",624900,590900,34000,5.4                                                                                                                                                                                    
"Finger Lakes","1992","09",610400,576900,33400,5.5                                                                                                                                                                                    
"Finger Lakes","1992","10",613600,583700,29800,4.9                                                                                                                                                                                    
"Finger Lakes","1992","11",616700,585400,31300,5.1                                                                                                                                                                                    
"Finger Lakes","1992","12",617900,585200,32700,5.3                                                                                                                                                                                    
"Finger Lakes","1991","00",613100,580800,32200,5.3                                                                                                                                                                                    
"Finger Lakes","1991","01",604900,569600,35300,5.8                                                                                                                                                                                    
"Finger Lakes","1991","02",606000,569600,36400,6                                                                                                                                                                                      
"Finger Lakes","1991","03",605200,569900,35300,5.8                                                                                                                                                                                    
"Finger Lakes","1991","04",608600,577000,31600,5.2                                                                                                                                                                                    
"Finger Lakes","1991","05",612100,580700,31400,5.1                                                                                                                                                                                    
"Finger Lakes","1991","06",629600,598000,31500,5                                                                                                                                                                                      
"Finger Lakes","1991","07",634100,602400,31700,5                                                                                                                                                                                      
"Finger Lakes","1991","08",623300,593800,29500,4.7                                                                                                                                                                                    
"Finger Lakes","1991","09",612000,582200,29800,4.9                                                                                                                                                                                    
"Finger Lakes","1991","10",611400,582200,29200,4.8                                                                                                                                                                                    
"Finger Lakes","1991","11",608300,577100,31100,5.1                                                                                                                                                                                    
"Finger Lakes","1991","12",601300,567500,33800,5.6                                                                                                                                                                                    
"Finger Lakes","1990","00",604200,580200,23900,4                                                                                                                                                                                      
