FIPS,Admin2,Province_State,Country_Region,21/03/2020 16:47,22/03/2020 18:57,23/03/2020 16:47,24/03/2020 17:10,2020-03-25 17:08:40,2020-03-26 20:24:50,2020-03-27 21:06:19,2020-03-28 20:48:56,2020-03-29 18:33:54
5031.0,Craighead,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033.0,Crawford,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035.0,Crittenden,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037.0,Cross,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039.0,Dallas,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041.0,Desha,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043.0,Drew,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5045.0,Faulkner,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5047.0,Franklin,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5049.0,Fulton,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5051.0,Garland,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053.0,Grant,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5055.0,Greene,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5057.0,Hempstead,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5059.0,Hot Spring,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061.0,Howard,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5063.0,Independence,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065.0,Izard,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067.0,Jackson,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5069.0,Jefferson,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5071.0,Johnson,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073.0,Lafayette,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075.0,Lawrence,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077.0,Lee,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5079.0,Lincoln,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5081.0,Little River,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5083.0,Logan,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5085.0,Lonoke,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087.0,Madison,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5089.0,Marion,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5091.0,Miller,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5093.0,Mississippi,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095.0,Monroe,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5097.0,Montgomery,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5099.0,Nevada,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101.0,Newton,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103.0,Ouachita,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5105.0,Perry,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5107.0,Phillips,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5109.0,Pike,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5111.0,Poinsett,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5113.0,Polk,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5115.0,Pope,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117.0,Prairie,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119.0,Pulaski,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121.0,Randolph,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5123.0,St. Francis,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5125.0,Saline,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127.0,Scott,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5129.0,Searcy,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5131.0,Sebastian,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5133.0,Sevier,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135.0,Sharp,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137.0,Stone,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5139.0,Union,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141.0,Van Buren,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143.0,Washington,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145.0,White,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5147.0,Woodruff,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5149.0,Yell,Arkansas,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6001.0,Alameda,California,US,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,6.0
6003.0,Alpine,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6005.0,Amador,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6007.0,Butte,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009.0,Calaveras,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6011.0,Colusa,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6013.0,Contra Costa,California,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
6015.0,Del Norte,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6017.0,El Dorado,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6019.0,Fresno,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021.0,Glenn,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6023.0,Humboldt,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6025.0,Imperial,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027.0,Inyo,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6029.0,Kern,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6031.0,Kings,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6033.0,Lake,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6035.0,Lassen,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6037.0,Los Angeles,California,US,2.0,4.0,5.0,8.0,11.0,13.0,26.0,26.0,32.0
6039.0,Madera,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
