,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,2/20/20,2/25/20,2/22/20,2/22/20,2/14/20,2/24/20,2/22/20,2/16/20,2/29/20,2/18/20,2/22/20,3/31/20,2/20/20,2/23/20,2/24/20,2/19/20,2/25/20,3/9/20,3/1/20,3/3/20,2/28/20,2/25/20,2/29/20,2/28/20,3/3/20,2/3/20,2/26/20,2/26/20,2/27/20,2/27/20,2/24/20,3/4/20,2/25/20,2/26/20,2/29/20,2/29/20,3/2/20,3/10/20,3/24/20,2/24/20,3/8/20,3/7/20,4/5/20,3/19/20,3/25/20,4/5/20,3/22/20,4/5/20,3/1/20,3/5/20
