,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,36000,22000,42000,26000,25000,9000,17000,12000,13000,18000,24000,39000,53000,29000,4000,51000,1000,47000,10000,20000,32000,35000,49000,19000,40000,27000,23000,5000,16000,50000,54000,38000,56000,21000,41000
