,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,36061,36059,36103,26163,17031,34003,9001,36119,42101,34031,22071,34017,34039,22051,6037,48201,34013,36087,36071,26125,12086,25017,34023,9009,25025,34029,18097,34025,12011,29189,53033,22033,26099,34027,25009
