,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,34000,25000,17000,26000,36000,42000,9000,6000,24000,22000,48000,33000,12000,18000,39000,13000,51000,31000,37000,27000,10000,40000,11000,1000,19000,53000,45000,4000,29000,28000,8000,35000,55000,32000,50000,47000,21000,5000,54000,41000,23000,49000,56000,30000,46000,44000,38000,2000,20000,16000
