,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,36061,22071,36119,36103,53033,36059,22051,17031,6037,26163,34003,12086,34031,34039,34017,5119,9001,42101,12011,36087,34013,34023,18097,34027,36071,25017,22103,32003,26125,22095,48201,17097,34025,22033,13095
